Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,Finrat,Savings
bad,1,owner,36,41,single,yes_rec,freelance,35,176,15000,0,1500,2500,60,3.384
good,6,other,36,23,single,no_rec,fixed,35,68,0,0,600,1271,47.20692368,1.98
good,4,parents,60,24,married,no_rec,fixed,35,130,0,0,800,897,89.18617614,7.125
good,1,owner,12,61,married,no_rec,others,45,103,20000,0,300,650,46.15384615,2.32
good,8,priv,60,45,married,no_rec,freelance,75,200,35000,0,800,1270,62.99212598,9.375
good,6,parents,60,30,separated,no_rec,fixed,45,170,0,0,750,1674,44.80286738,10
good,6,parents,60,26,single,yes_rec,fixed,35,270,0,0,1800,1921,93.70119729,7.833333333
good,15,owner,60,34,married,no_rec,fixed,45,82,3500,0,750,1624,46.18226601,2.96
good,17,rent,24,50,married,no_rec,freelance,68,79,1000,0,1000,3782,26.44103649,0.264
bad,6,rent,60,45,married,no_rec,fixed,59,139,0,0,1350,1612,83.74689826,3.555555556
good,18,owner,60,51,married,no_rec,fixed,60,205,8000,0,1100,1350,81.48148148,7.909090909
good,15,owner,48,29,married,yes_rec,fixed,35,100,8500,1300,500,873,57.27376861,4.992
good,0,owner,24,20,single,no_rec,partime,45,188,2000,1500,300,315,95.23809524,10.24
good,2,owner,48,55,married,no_rec,others,35,135,8000,0,800,800,100,6
bad,6,rent,48,37,single,no_rec,fixed,55,200,0,0,1450,1650,87.87878788,4.8
good,23,rent,60,43,married,no_rec,fixed,54,92,23,0,1080,1222,88.3797054,2.111111111
good,3,owner,24,32,married,no_rec,fixed,45,120,5000,0,800,1023,78.20136852,2.25
good,18,owner,60,42,married,no_rec,fixed,45,172,3500,0,1850,2034,90.95378564,4.118918919
good,0,parents,60,21,single,no_rec,freelance,35,44,0,0,1200,1311,91.53318078,0.45
good,3,rent,60,30,married,no_rec,fixed,77,169,0,0,1500,2037,73.6377025,3.68
bad,0,priv,6,22,single,yes_rec,partime,35,115,1000,0,250,800,31.25,1.92
good,15,owner,24,41,married,yes_rec,partime,45,180,6000,0,700,1888,37.07627119,4.628571429
good,15,owner,48,55,married,no_rec,freelance,35,63,14500,0,2000,2848,70.2247191,0.672
bad,12,rent,60,30,single,yes_rec,fixed,44,86,0,0,1300,1380,94.20289855,1.938461538
good,15,rent,48,45,married,no_rec,fixed,88,130,3000,0,1300,1591,81.70961659,1.550769231
good,2,rent,60,29,married,no_rec,fixed,80,200,0,0,1250,1250,100,5.76
good,14,owner,36,39,married,no_rec,fixed,60,167,5000,0,1350,1355,99.63099631,2.853333333
good,4,owner,36,26,married,no_rec,fixed,35,100,6500,3900,500,500,100,1.872
good,1,priv,60,22,single,no_rec,partime,35,73,4500,4300,1000,1485,67.34006734,-0.3
bad,4,rent,60,53,widow,no_rec,others,37,22,20000,0,1300,1498,86.7823765,-0.692307692
good,2,owner,36,37,married,no_rec,fixed,60,83,3500,0,310,1119,27.70330652,2.670967742
bad,1,rent,36,28,married,yes_rec,fixed,47,122,0,0,950,1100,86.36363636,2.842105263
good,15,other,36,39,separated,no_rec,fixed,45,116,4000,0,600,1196,50.16722408,4.26
good,4,owner,60,25,single,no_rec,freelance,35,100,25000,0,2250,2270,99.11894273,1.733333333
bad,3,parents,60,27,single,yes_rec,fixed,35,117,0,0,1500,2190,68.49315068,3.28
good,6,owner,60,35,married,no_rec,fixed,60,135,4500,1000,1658,1675,98.98507463,2.352231604
good,16,parents,48,31,single,yes_rec,fixed,35,72,0,0,850,1228,69.21824104,2.089411765
good,5,owner,60,41,married,no_rec,fixed,60,266,14800,0,2500,2600,96.15384615,4.944
good,31,owner,60,58,married,no_rec,fixed,60,293,8000,0,1500,1655,90.63444109,9.32
good,38,owner,24,56,married,yes_rec,fixed,75,98,7000,0,300,1308,22.93577982,1.84
good,1,parents,60,26,single,no_rec,fixed,35,57,0,0,1200,1512,79.36507937,1.1
good,17,owner,60,44,married,no_rec,fixed,45,116,3000,0,800,1654,48.36759371,5.325
good,17,rent,60,52,married,no_rec,fixed,65,200,0,0,1400,1407,99.50248756,5.785714286
good,22,owner,60,54,married,no_rec,fixed,35,104,3000,0,1050,1282,81.90327613,3.942857143
bad,11,other,60,48,married,no_rec,fixed,75,225,0,0,1300,1550,83.87096774,6.923076923
good,5,owner,18,28,married,no_rec,fixed,35,141,5500,0,650,1258,51.66931638,2.935384615
bad,1,rent,36,37,married,no_rec,partime,75,145,0,0,1100,1871,58.79208979,2.290909091
bad,1,parents,48,36,married,no_rec,partime,60,45,0,0,1200,1401,85.65310493,-0.6
good,14,rent,60,38,married,no_rec,fixed,75,146,0,0,1350,1413,95.54140127,3.155555556
good,0,parents,60,34,married,no_rec,fixed,45,225,8000,2300,800,1850,43.24324324,11.775
good,20,owner,48,60,married,no_rec,freelance,35,142,12000,0,500,1154,43.32755633,10.272
good,7,owner,60,53,married,no_rec,fixed,45,161,6000,2000,1000,1460,68.49315068,5.76
good,2,parents,12,26,single,no_rec,fixed,35,105,0,0,360,1258,28.61685215,2.333333333
good,5,owner,60,49,married,no_rec,fixed,35,121,3000,0,1200,1642,73.0816078,4.3
bad,4,rent,60,37,single,yes_rec,fixed,79,436,0,0,1500,1550,96.77419355,14.28
good,0,owner,24,30,married,no_rec,partime,60,76,4500,0,400,450,88.88888889,0.96
bad,0,parents,12,23,single,no_rec,partime,35,37,2500,0,120,300,40,0.2
good,15,owner,60,53,married,no_rec,freelance,45,148,6000,0,1000,1330,75.18796992,6.18
good,2,parents,60,24,single,no_rec,freelance,35,214,7000,2400,2000,2570,77.82101167,4.65
good,1,owner,48,35,married,no_rec,freelance,90,174,11900,0,900,1220,73.7704918,4.48
good,0,owner,60,49,married,no_rec,fixed,60,400,5000,0,1200,1283,93.53078722,17
good,4,priv,60,37,married,no_rec,freelance,75,120,10500,1500,1200,1341,89.48545861,1.5
bad,11,rent,48,53,married,yes_rec,fixed,81,210,0,0,1260,1538,81.92457737,4.914285714
bad,0,rent,36,33,married,yes_rec,partime,76,155,0,0,440,440,100,6.463636364
good,2,parents,48,22,single,no_rec,fixed,35,185,0,0,1000,2130,46.94835681,7.2
good,3,rent,36,23,single,no_rec,fixed,59,244,3100,0,700,1199,58.38198499,9.514285714
bad,7,rent,60,39,married,no_rec,fixed,103,130,0,0,950,1215,78.18930041,1.705263158
good,12,owner,60,28,married,no_rec,fixed,45,167,3000,1750,250,1188,21.04377104,25.08
good,15,rent,36,36,married,no_rec,fixed,60,145,0,0,900,1621,55.52128316,3.4
good,0,parents,60,21,single,no_rec,others,35,149,3000,0,1400,1829,76.54455987,4.885714286
bad,0,owner,60,33,separated,no_rec,partime,35,78,0,0,1030,1197,86.04845447,2.504854369
good,8,rent,60,56,married,no_rec,fixed,62,266,5000,0,1000,1149,87.03220191,12.24
bad,2,parents,24,35,married,no_rec,fixed,45,175,0,0,1000,2393,41.78854994,3.12
good,23,owner,36,41,married,no_rec,fixed,60,169,37000,180,1000,1457,68.63417982,3.8592
good,28,owner,36,46,married,no_rec,fixed,75,170,6000,0,750,800,93.75,4.56
good,16,owner,36,55,married,no_rec,fixed,35,140,6000,0,1100,2136,51.49812734,3.436363636
good,7,owner,60,44,married,no_rec,fixed,90,271,11000,5500,800,945,84.65608466,9.45
good,2,parents,48,25,single,no_rec,fixed,35,91,0,0,900,1763,51.0493477,2.986666667
good,20,rent,60,54,married,no_rec,fixed,43,75,0,0,800,1263,63.34125099,2.4
bad,0,other,30,21,single,no_rec,partime,35,162,0,0,400,400,100,9.525
good,10,parents,48,28,single,no_rec,fixed,35,135,6000,0,1500,2164,69.31608133,3.2
good,5,parents,12,32,married,no_rec,freelance,35,147,0,0,300,750,40,4.48
bad,2,owner,36,30,single,no_rec,freelance,35,177,6500,2300,1750,2750,63.63636364,2.448
good,7,other,24,30,single,no_rec,fixed,35,102,0,0,400,1541,25.95717067,4.02
good,1,parents,60,21,single,no_rec,fixed,35,200,0,0,900,1088,82.72058824,11
good,14,other,60,30,married,no_rec,fixed,45,130,0,0,1500,2414,62.13753107,3.4
bad,0,ignore,60,26,married,no_rec,partime,45,150,5000,0,1300,1429,90.97270819,4.846153846
good,3,owner,60,38,married,no_rec,fixed,75,125,9000,0,1250,1415,88.33922261,2.4
good,15,owner,60,32,married,no_rec,fixed,45,108,4500,0,1100,1213,90.68425392,3.436363636
good,10,rent,30,51,married,no_rec,fixed,60,150,0,0,1300,1378,94.33962264,2.076923077
good,4,owner,36,38,married,no_rec,freelance,35,142,4000,0,800,970,82.4742268,4.815
good,0,rent,60,30,married,no_rec,fixed,64,188,0,0,1400,1475,94.91525424,5.314285714
good,0,parents,48,27,single,no_rec,partime,35,140,0,0,700,750,93.33333333,7.2
good,2,owner,36,60,married,no_rec,fixed,35,122,3000,0,825,900,91.66666667,3.796363636
good,14,owner,48,48,married,no_rec,fixed,45,112,6000,0,800,1037,77.14561234,4.02
bad,2,parents,60,22,single,yes_rec,fixed,35,110,0,0,1360,1435,94.77351916,3.308823529
good,3,owner,36,47,married,no_rec,freelance,60,106,10000,0,800,1649,48.51425106,2.07
good,32,owner,48,46,married,no_rec,fixed,45,150,8000,0,1000,1093,91.49130833,5.04
bad,1,other,48,27,single,yes_rec,partime,35,105,0,0,1300,1533,84.80104371,2.584615385
good,14,owner,48,41,married,yes_rec,fixed,75,72,4000,0,800,1117,71.62041182,-0.18
good,13,owner,48,45,married,no_rec,fixed,45,106,4000,0,400,1615,24.76780186,7.32
good,16,owner,12,56,married,no_rec,freelance,45,65,17000,0,650,1665,39.03903904,0.369230769
bad,7,priv,60,36,married,yes_rec,fixed,60,300,7000,0,2000,2485,80.48289738,7.2
bad,14,rent,60,41,married,no_rec,fixed,54,92,0,0,1450,1482,97.84075574,1.572413793
good,14,priv,24,54,married,no_rec,fixed,45,100,9000,0,650,1150,56.52173913,2.030769231
good,15,owner,60,38,married,no_rec,fixed,45,118,4000,2600,1250,1616,77.35148515,2.256
bad,11,rent,60,38,married,no_rec,fixed,82,71,0,0,900,977,92.11873081,-0.733333333
good,4,owner,48,35,married,no_rec,freelance,60,66,8000,0,1000,1613,61.99628022,0.288
good,2,parents,60,24,single,no_rec,fixed,35,101,0,0,1600,1600,100,2.475
good,3,owner,60,30,married,no_rec,fixed,60,164,4500,0,800,975,82.05128205,7.8
good,1,owner,60,30,single,yes_rec,freelance,35,57,4000,2100,1500,1950,76.92307692,0.04
good,20,owner,48,53,married,no_rec,freelance,35,159,6000,0,1157,1200,96.41666667,5.144338807
good,20,owner,60,46,married,no_rec,fixed,35,140,9000,0,800,1300,61.53846154,7.875
good,22,owner,48,40,married,no_rec,fixed,45,180,1,0,1200,2206,54.39709882,5.4
good,3,parents,18,24,single,no_rec,fixed,35,80,0,0,200,350,57.14285714,4.05
bad,11,owner,48,36,married,yes_rec,fixed,35,81,5000,2000,570,1177,48.42820731,2.189473684
good,1,other,24,24,single,no_rec,fixed,35,114,0,0,400,550,72.72727273,4.74
good,9,owner,60,39,married,no_rec,fixed,35,350,8000,0,1250,1304,95.85889571,15.12
bad,0,other,60,32,single,no_rec,fixed,35,73,1,0,1580,1785,88.51540616,1.443037975
good,10,owner,60,37,married,yes_rec,freelance,60,107,20000,600,1000,1175,85.10638298,2.46
good,22,owner,60,42,married,yes_rec,fixed,45,120,5000,0,1350,1650,81.81818182,3.333333333
good,5,rent,48,48,married,yes_rec,fixed,46,110,0,0,600,1100,54.54545455,5.12
bad,0,owner,60,42,married,yes_rec,partime,35,130,7000,3000,950,950,100,4.105263158
bad,3,rent,48,25,married,yes_rec,freelance,35,78,0,0,1300,1361,95.51800147,1.587692308
good,8,owner,60,42,single,no_rec,fixed,35,96,2500,0,1500,1520,98.68421053,2.44
good,23,owner,24,47,married,no_rec,fixed,35,114,3000,0,400,765,52.2875817,4.74
good,6,rent,36,24,married,no_rec,fixed,63,175,0,0,650,750,86.66666667,6.203076923
bad,5,owner,60,39,single,yes_rec,freelance,75,72,42,0,1000,1042,95.96928983,-0.18
good,6,parents,18,27,single,no_rec,freelance,35,140,0,0,600,2724,22.02643172,3.15
good,7,rent,36,49,married,no_rec,fixed,57,115,0,0,675,675,100,3.093333333
bad,1,other,36,23,single,no_rec,partime,35,66,0,0,450,500,90,2.48
good,5,owner,60,32,married,no_rec,fixed,35,124,4000,0,2000,3400,58.82352941,2.67
bad,26,priv,60,41,separated,yes_rec,fixed,35,201,4700,3100,2400,2700,88.88888889,3.375
bad,1,parents,60,20,single,no_rec,partime,35,80,0,0,1300,1525,85.24590164,2.076923077
good,5,priv,60,31,married,no_rec,fixed,35,90,3000,0,900,1152,78.125,3.666666667
good,22,owner,48,48,married,no_rec,fixed,60,110,3000,0,1000,1460,68.49315068,2.4
good,20,owner,36,49,married,no_rec,fixed,45,122,9000,0,1100,1794,61.3154961,2.52
good,7,owner,60,35,married,yes_rec,fixed,45,315,10000,4000,2400,2432,98.68421053,5.75
good,1,rent,36,27,single,no_rec,fixed,62,270,0,0,600,825,72.72727273,12.48
good,7,parents,24,40,married,no_rec,fixed,60,200,10000,0,1000,3429,29.16302129,3.36
bad,5,other,24,25,married,no_rec,fixed,60,95,0,0,500,750,66.66666667,1.68
good,7,priv,60,32,married,no_rec,fixed,60,242,3500,2000,1000,2236,44.72271914,9.72
good,16,owner,48,48,married,no_rec,freelance,35,364,5000,0,900,1077,83.56545961,17.54666667
good,5,owner,24,38,married,no_rec,freelance,60,182,5000,0,1250,2724,45.88839941,2.3424
good,3,owner,12,24,single,yes_rec,fixed,35,105,6000,0,500,1138,43.93673111,1.68
good,0,owner,12,36,married,no_rec,freelance,45,91,8000,0,1300,1591,81.70961659,0.424615385
good,16,owner,48,40,married,no_rec,fixed,60,225,20000,3000,700,834,83.93285372,9.257142857
good,17,other,48,62,single,no_rec,fixed,35,100,0,0,900,1000,90,3.466666667
bad,0,rent,60,33,married,no_rec,partime,54,85,0,0,1300,1797,72.34279354,1.430769231
good,0,owner,48,63,married,no_rec,others,35,100,6000,2900,1000,1439,69.49270327,1.728
good,8,owner,60,51,married,no_rec,fixed,45,250,4000,0,1000,1250,80,12.3
bad,3,rent,60,22,married,no_rec,fixed,60,150,0,0,950,1945,48.84318766,5.684210526
good,6,owner,24,39,married,no_rec,freelance,60,178,18000,0,1000,2099,47.64173416,2.832
good,20,owner,60,63,married,no_rec,fixed,45,256,7000,0,1000,1500,66.66666667,12.66
good,16,priv,48,34,married,no_rec,fixed,60,85,2000,0,800,1866,42.87245445,1.5
good,0,owner,60,24,single,no_rec,others,35,82,10000,0,1600,1680,95.23809524,1.7625
good,5,owner,36,52,married,no_rec,fixed,35,220,12000,5000,1250,1542,81.06355383,3.888
bad,1,owner,36,45,married,yes_rec,freelance,75,59,4000,0,800,800,100,-0.72
good,1,parents,36,20,single,no_rec,fixed,35,61,0,0,800,995,80.40201005,1.17
bad,5,rent,60,31,married,yes_rec,fixed,69,88,0,0,1200,1200,100,0.95
bad,15,other,60,46,married,yes_rec,freelance,35,244,8000,0,2250,2758,81.58085569,5.573333333
good,2,owner,36,24,married,yes_rec,fixed,35,160,3100,400,800,1928,41.49377593,5.445
good,1,rent,36,46,married,no_rec,fixed,57,119,0,0,600,800,75,3.72
bad,18,rent,24,35,married,no_rec,partime,96,63,0,0,600,888,67.56756757,-1.32
good,20,owner,36,48,married,no_rec,fixed,45,257,3000,0,900,1193,75.44006706,8.48
good,10,rent,18,34,divorced,no_rec,fixed,54,189,0,0,800,2215,36.11738149,3.0375
bad,11,rent,24,38,married,yes_rec,fixed,72,123,0,0,270,1676,16.1097852,4.533333333
bad,0,parents,60,36,single,no_rec,fixed,35,130,0,0,1600,1678,95.35160906,3.5625
bad,1,rent,60,22,single,no_rec,fixed,46,113,0,0,1600,1989,80.44243338,2.5125
good,36,owner,60,55,married,no_rec,fixed,45,102,12000,0,2000,2684,74.51564829,1.71
good,2,priv,24,51,married,no_rec,freelance,45,54,10500,0,600,943,63.62672322,0.36
good,11,rent,18,28,married,yes_rec,freelance,64,190,2000,0,700,1224,57.18954248,3.24
good,8,owner,36,31,married,no_rec,fixed,45,110,5000,2000,540,1102,49.00181488,3
good,2,owner,36,28,married,no_rec,fixed,45,80,2000,0,550,1572,34.98727735,2.290909091
good,4,rent,36,38,married,no_rec,fixed,55,98,0,0,350,850,41.17647059,4.422857143
good,3,owner,24,43,married,no_rec,freelance,75,237,3000,0,650,1548,41.98966408,5.981538462
good,4,owner,60,32,married,no_rec,fixed,60,147,3500,0,830,935,88.77005348,6.289156627
good,3,owner,60,38,single,no_rec,fixed,35,250,5000,0,1500,1934,77.55946225,8.6
bad,1,parents,48,18,single,no_rec,partime,45,95,4000,0,600,1472,40.76086957,4
good,16,owner,36,55,married,yes_rec,fixed,60,230,5000,0,1200,1460,82.19178082,5.1
good,1,owner,18,38,married,no_rec,others,35,106,4000,0,480,1059,45.32577904,2.6625
good,12,owner,36,38,married,no_rec,fixed,60,130,5000,0,700,950,73.68421053,3.6
good,18,owner,60,48,married,no_rec,fixed,45,104,5500,25,800,1021,78.35455436,4.40625
good,3,priv,18,23,single,no_rec,others,35,206,12000,0,450,1450,31.03448276,6.84
good,10,owner,48,50,married,no_rec,freelance,45,128,11500,0,500,1195,41.84100418,7.968
good,14,owner,60,43,married,no_rec,fixed,60,120,5000,0,1250,1557,80.28259473,2.88
bad,2,parents,36,26,single,no_rec,freelance,35,66,0,0,750,865,86.70520231,1.488
good,7,owner,36,23,married,no_rec,fixed,35,247,5000,400,1500,1785,84.03361345,4.992
good,5,owner,36,38,married,no_rec,freelance,60,63,4000,0,1050,1443,72.76507277,0.102857143
bad,5,owner,48,39,married,yes_rec,freelance,60,66,10000,0,875,875,100,0.329142857
good,27,owner,18,48,married,no_rec,freelance,35,70,5000,0,800,1578,50.69708492,0.7875
good,3,rent,36,30,married,yes_rec,freelance,59,140,0,0,1300,2115,61.46572104,2.243076923
good,2,priv,48,30,married,yes_rec,fixed,45,178,5000,0,1150,1627,70.68223725,5.551304348
good,10,other,60,48,married,no_rec,fixed,35,203,4000,1500,1520,1636,92.90953545,6.039473684
good,16,owner,6,41,married,no_rec,fixed,75,87,3000,0,200,625,32,0.36
good,15,owner,60,39,married,no_rec,freelance,60,555,40000,0,1500,4000,37.5,19.8
bad,14,owner,36,33,single,no_rec,freelance,35,115,4000,1500,700,1700,41.17647059,3.342857143
good,4,parents,60,25,married,no_rec,freelance,35,95,25000,0,1650,1900,86.84210526,2.181818182
good,3,parents,36,20,single,yes_rec,fixed,35,55,0,0,600,1625,36.92307692,1.2
good,2,parents,36,28,single,no_rec,fixed,35,140,1000,0,1000,1693,59.06674542,3.78
bad,25,priv,60,56,married,yes_rec,freelance,90,85,3500,0,800,975,82.05128205,-0.375
good,6,rent,48,26,single,yes_rec,fixed,65,198,0,0,950,1111,85.50855086,6.72
good,1,priv,60,27,married,no_rec,freelance,35,130,4650,2850,2000,2240,89.28571429,1.995
good,30,owner,12,52,married,no_rec,freelance,45,80,7000,0,1100,2487,44.22999598,0.381818182
good,10,parents,24,33,single,no_rec,freelance,35,200,70000,12000,1100,1457,75.4975978,0.981818182
good,4,owner,48,24,married,no_rec,fixed,35,95,2500,0,900,1625,55.38461538,3.2
good,12,owner,36,46,married,no_rec,freelance,45,58,8000,0,500,500,100,0.936
good,30,owner,54,54,widow,no_rec,freelance,35,224,20000,0,1100,1603,68.621335,9.278181818
good,20,owner,60,44,married,no_rec,fixed,60,168,3000,0,1400,1599,87.5547217,4.628571429
bad,1,rent,60,28,married,no_rec,freelance,53,179,0,0,1825,2275,80.21978022,4.142465753
bad,2,priv,24,20,single,no_rec,freelance,35,107,54000,0,2000,2600,76.92307692,0.864
good,4,owner,60,23,married,no_rec,fixed,35,160,6500,3700,1500,1661,90.30704395,3.52
good,4,rent,36,60,married,no_rec,fixed,56,111,0,0,500,675,74.07407407,3.96
bad,3,rent,60,26,married,no_rec,fixed,53,80,0,0,950,989,96.05662285,1.705263158
good,11,owner,60,30,married,yes_rec,fixed,35,110,4000,62,1100,1347,81.66295471,4.057090909
good,6,parents,60,26,married,no_rec,fixed,60,108,0,0,1200,1250,96,2.4
good,14,rent,60,41,married,no_rec,fixed,53,181,0,0,1150,2497,46.05526632,6.67826087
bad,3,parents,48,38,married,no_rec,partime,60,67,0,0,1000,1045,95.6937799,0.336
bad,1,owner,36,36,married,no_rec,fixed,45,25,3000,2000,1100,1332,82.58258258,-1.309090909
good,20,owner,60,40,divorced,no_rec,freelance,60,150,5500,0,1400,1928,72.61410788,3.857142857
good,20,rent,60,45,married,no_rec,fixed,92,170,0,0,1000,2415,41.40786749,4.68
bad,0,rent,48,25,married,no_rec,fixed,60,150,0,0,1350,1450,93.10344828,3.2
good,12,rent,48,46,married,yes_rec,fixed,104,294,0,0,1350,1352,99.85207101,6.755555556
good,9,priv,48,46,married,no_rec,fixed,45,100,37000,0,800,904,88.49557522,3.3
good,0,parents,48,28,single,no_rec,freelance,35,100,0,0,900,1400,64.28571429,3.466666667
good,2,owner,48,38,married,yes_rec,fixed,75,192,23000,3000,700,970,72.16494845,5.965714286
good,3,parents,60,24,single,no_rec,fixed,35,100,0,0,1500,2100,71.42857143,2.6
bad,4,rent,48,23,married,no_rec,freelance,52,171,0,0,1150,1450,79.31034483,4.966956522
good,3,priv,60,24,single,no_rec,fixed,35,245,5000,0,1300,1360,95.58823529,9.692307692
bad,1,ignore,60,28,married,yes_rec,freelance,45,124,4000,0,1500,1661,90.30704395,3.16
good,11,owner,12,26,married,yes_rec,partime,35,110,4500,2000,300,1248,24.03846154,2.2
bad,1,rent,36,26,single,no_rec,partime,42,70,0,0,590,590,100,1.708474576
bad,0,rent,48,23,single,no_rec,partime,42,72,0,0,700,875,80,2.057142857
good,1,rent,60,29,married,no_rec,fixed,73,133,0,0,1000,1158,86.35578584,3.6
good,10,parents,36,34,married,yes_rec,freelance,45,54,10000,0,600,882,68.02721088,0.54
good,9,owner,24,30,married,no_rec,fixed,35,250,30000,0,1000,1594,62.73525721,5.16
good,2,owner,60,28,married,no_rec,freelance,35,196,7000,3950,1600,1678,95.35160906,4.55625
good,3,parents,60,36,married,yes_rec,fixed,60,92,0,0,1100,1355,81.18081181,1.745454545
good,10,owner,60,45,married,no_rec,freelance,45,325,12000,1200,1300,1833,70.92198582,12.36923077
bad,3,priv,36,38,divorced,yes_rec,fixed,35,136,12500,0,3000,4800,62.5,1.212
good,10,owner,48,33,married,no_rec,fixed,45,110,5000,0,1000,1160,86.20689655,3.12
bad,2,rent,48,56,single,no_rec,freelance,51,157,11000,4500,1000,2008,49.80079681,2.928
good,4,other,60,25,single,no_rec,fixed,35,162,0,0,1800,2999,60.02000667,4.233333333
bad,7,parents,60,33,single,no_rec,partime,35,70,0,0,1300,1438,90.40333797,1.615384615
good,5,parents,48,27,married,yes_rec,freelance,45,175,0,0,1000,1342,74.51564829,6.24
good,16,parents,24,44,single,no_rec,freelance,35,86,0,0,700,950,73.68421053,1.748571429
good,0,parents,24,26,single,no_rec,partime,35,69,0,0,107,125,85.6,7.626168224
bad,7,owner,60,28,married,yes_rec,fixed,60,148,8000,0,920,1021,90.10773751,5.739130435
bad,2,other,48,25,married,no_rec,fixed,35,129,0,0,1580,1925,82.07792208,2.855696203
bad,3,rent,60,44,separated,yes_rec,fixed,60,150,0,0,1650,1772,93.11512415,3.272727273
good,1,owner,24,38,married,no_rec,fixed,60,102,3500,0,850,1260,67.46031746,1.185882353
good,7,owner,48,32,married,yes_rec,fixed,45,140,5500,0,550,1250,44,8.290909091
bad,2,owner,60,24,single,no_rec,partime,35,120,3000,0,1400,1513,92.53139458,3.642857143
good,1,parents,60,42,married,no_rec,fixed,60,66,7000,0,950,1589,59.78602895,0.378947368
good,27,rent,24,50,married,no_rec,fixed,47,115,0,0,500,1636,30.56234719,3.264
good,6,owner,60,31,married,no_rec,fixed,35,84,3000,0,1400,1724,81.20649652,2.1
good,3,owner,60,26,married,no_rec,fixed,45,128,3000,0,1300,1790,72.62569832,3.830769231
good,9,priv,60,32,married,no_rec,fixed,60,155,12000,5000,1200,1400,85.71428571,2.25
bad,5,parents,24,26,single,no_rec,fixed,35,140,0,0,450,900,50,5.6
good,3,rent,48,26,married,no_rec,fixed,58,230,0,0,1150,1316,87.38601824,7.179130435
bad,20,other,60,47,married,yes_rec,fixed,105,105,0,0,750,843,88.96797153,0
good,18,priv,60,49,married,no_rec,fixed,60,140,4000,0,1050,1097,95.71558797,4.571428571
good,19,owner,60,54,widow,yes_rec,fixed,35,207,11000,4000,800,1336,59.88023952,9.9
good,5,rent,36,40,separated,no_rec,fixed,43,75,0,0,400,650,61.53846154,2.88
good,8,owner,60,33,married,no_rec,freelance,45,250,10000,0,2500,3250,76.92307692,4.92
good,2,other,36,35,separated,no_rec,fixed,35,200,0,0,1600,1671,95.75104728,3.7125
bad,1,owner,12,56,married,no_rec,others,60,52,3500,0,500,1705,29.3255132,-0.192
good,10,owner,60,26,married,no_rec,fixed,45,135,5000,3700,1600,1767,90.54895303,1.9875
good,14,owner,36,34,married,no_rec,fixed,60,143,5000,0,1400,1939,72.20216606,2.134285714
good,13,parents,48,31,married,no_rec,fixed,35,90,0,0,1000,1395,71.68458781,2.64
good,4,ignore,60,62,married,no_rec,freelance,35,102,8000,0,1200,1405,85.40925267,3.35
good,20,owner,60,46,single,no_rec,fixed,35,250,25000,4000,1450,1566,92.59259259,7.24137931
good,15,owner,60,49,married,no_rec,fixed,60,162,5000,0,1700,2081,81.69149447,3.6
good,24,owner,60,46,married,no_rec,fixed,60,140,6000,1000,1100,1653,66.54567453,3.818181818
good,10,owner,36,36,married,no_rec,fixed,35,235,12000,1700,1500,1985,75.56675063,4.392
good,2,parents,36,24,single,no_rec,fixed,35,60,0,0,450,750,60,2
good,21,owner,24,44,married,no_rec,fixed,60,124,4000,0,800,2400,33.33333333,1.92
bad,1,rent,60,24,married,yes_rec,partime,42,70,0,0,1700,1761,96.53605906,0.988235294
good,11,owner,48,27,married,no_rec,fixed,35,140,4000,0,1500,1641,91.40767824,3.36
good,12,owner,60,27,married,yes_rec,fixed,35,100,3000,0,1300,1359,95.65857248,3
good,5,rent,36,51,married,no_rec,fixed,63,184,0,0,635,785,80.89171975,6.85984252
bad,6,owner,48,26,married,yes_rec,fixed,35,90,5000,0,1390,1594,87.20200753,1.899280576
good,1,rent,48,37,married,yes_rec,partime,72,116,6000,0,1400,1661,84.28657435,1.508571429
good,10,owner,60,41,married,no_rec,others,35,57,5000,0,1300,1863,69.77992485,1.015384615
bad,0,owner,60,27,married,no_rec,partime,75,210,7000,4800,1250,1315,95.05703422,4.176
bad,1,owner,48,20,single,no_rec,fixed,35,53,2000,1600,1100,1100,100,0.087272727
good,0,parents,60,24,single,no_rec,partime,35,111,3000,1200,850,1412,60.19830028,4.517647059
good,10,owner,24,50,married,no_rec,freelance,60,200,19,0,500,1131,44.2086649,6.72
good,10,owner,60,32,married,no_rec,fixed,60,160,4000,1800,1050,1303,80.58326938,4.685714286
bad,2,owner,60,30,married,yes_rec,freelance,45,98,5000,700,1000,2200,45.45454545,2.76
good,16,owner,60,32,married,no_rec,fixed,60,159,4000,0,1500,1736,86.40552995,3.96
bad,0,rent,60,19,single,no_rec,others,35,14,0,0,900,1158,77.72020725,-1.4
good,10,owner,6,39,married,no_rec,freelance,75,67,8000,0,430,500,86,-0.111627907
bad,9,other,60,30,married,yes_rec,fixed,60,109,0,0,1250,1560,80.12820513,2.352
bad,7,other,36,38,married,yes_rec,freelance,35,59,0,0,1000,2246,44.52359751,0.864
good,3,parents,36,28,single,no_rec,fixed,35,74,0,0,350,550,63.63636364,4.011428571
good,6,owner,48,51,married,no_rec,freelance,45,106,12000,0,1035,1410,73.40425532,2.828985507
